product_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Lunas de naranja con chocolate &quot;Nakoa&quot;,Leche,Frutos secos,,,,,,,,,,,,
Guindas al marrasquino &quot;Nakoa&quot;,Lácteos,,,,,,,,,,,,,
Mini tabletas de chocolate negro rellenas de menta &quot;Choco Wishes&quot;,Leche,Soja,Huevo,Gluten,Cacahuetes,Frutos secos,,,,,,,,
Polos de horchata &quot;La Ibense Bornay&quot; Pack de 8,Leche,Frutos de cáscara,Soja,Huevo,,,,,,,,,,
La originale carbonara,oeufs,poisson,,,,,,,,,,,,
Galletas cookies ecológicas &quot;El Horno de Leña&quot;,Huevos,Leche,Sésamo,Frutos secos,,,,,,,,,,
Quinoa ecológica &quot;El Horno de Leña&quot;,Frutos secos,Sésamo,Soja,Gluten,,,,,,,,,,
Galletas cookies ecológicas &quot;El Horno de Leña&quot; con espelta,Huevos,Leche,Sésamo,Soja,Frutos secos,,,,,,,,,
Anacardos fritos con sal &quot;Alipende&quot;,Frutos de cáscara,,,,,,,,,,,,,
Semillas de calabaza con cáscara tostadas con sal &quot;Alipende&quot;,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Almendras tostadas con piel con sal &quot;Alipende&quot; Variedad Largueta (250 g),Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Cacahuetes fritos con sal &quot;Alipende&quot;,Frutos de cáscara,,,,,,,,,,,,,
Pistachos tostados con sal &quot;Alipende&quot;,Cacahuetes,Otros frutos de cáscara,,,,,,,,,,,,
Cacahuetes con cáscara tostados con sal &quot;Alipende&quot;,Frutos de cáscara,,,,,,,,,,,,,
Cacahuetes con cáscara tostados sin sal &quot;Alipende&quot;,Frutos de cáscara,,,,,,,,,,,,,
Mazapán de Soto &quot;Alipende&quot;,Gluten,Huevo,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas con sal &quot;Alipende&quot;,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Patatas fritas lisas &quot;Alipende&quot;,Leche,Soja,,,,,,,,,,,,
Patatas fritas onduladas &quot;Alipende&quot;,Leche,Soja,,,,,,,,,,,,
Patatas fritas lisas &quot;Alipende&quot; Sin sal,Leche,Soja,,,,,,,,,,,,
Patatas fritas lisas &quot;Alipende&quot; Con aceite de oliva,Leche,Soja,,,,,,,,,,,,
Tableta de chocolate negro a la taza &quot;Alipende&quot; 39% cacao,Cereales,Cacahuetes,Leche,Frutos de cáscara,,,,,,,,,,
Uvas pasas &quot;Alipende&quot; Variedad Sultana,Cacahuetes,Sulfitos,Frutos de cáscara,,,,,,,,,,,
Ciruelas pasas sin hueso &quot;Alipende&quot;,Cacahuetes,Frutos de cáscara,Sulfitos,,,,,,,,,,,
Dátiles &quot;Alipende&quot;,Cacahuetes,Frutos de cáscara,Sulfitos,,,,,,,,,,,
Galletas cookies &quot;Alipende&quot;,Frutos secos,Leche,,,,,,,,,,,,
Cortezas de trigo &quot;Alipende&quot;,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Menestra de verduras en conserva &quot;Alipende&quot; ,Huevo,Pescado,Crustáceos,Moluscos,Leche y derivados,Apio,Soja,,,,,,,
Plato preparado &quot;Alipende&quot; Champiñones con ajos tiernos,Huevo,Pescado,Crustáceos,Moluscos,Leche y derivados,Apio,Soja,,,,,,,
Aperitivo de patatas &quot;Alipende&quot;,Cacahuetes,Frutos de cáscara,Harina de trigo,,,,,,,,,,,
Salsa de mostaza &quot;Alipende&quot; - DESCATALOGADO,Huevo,,,,,,,,,,,,,
Salsa kétchup &quot;Alipende&quot;,Huevo,Mostaza,Sulfitos,,,,,,,,,,,
Arroz precocinado &quot;Alipende&quot; Basmati,Gluten,Huevo,Leche,Apio,Mostaza,Frutos de cáscara,,,,,,,,
Arroz precocinado &quot;Alipende&quot; Integral,Gluten,Huevo,Leche,Apio,Mostaza,Frutos de cáscara,,,,,,,,
Arroz precocinado &quot;Alipende&quot; Blanco,Gluten,Huevo,Leche,Apio,Mostaza,Frutos de cáscara,,,,,,,,
Granizado de limón &quot;Alipende&quot;,Leche,,,,,,,,,,,,,
Helados de hielo &quot;Alipende&quot; Con zumo de frutas,Frutos de cáscara,Cacahuete,,,,,,,,,,,,
Tortitas de maíz &quot;Alipende&quot;,Gluten,Soja,,,,,,,,,,,,
Tortitas de arroz &quot;Alipende&quot;,Gluten,Soja,,,,,,,,,,,,
Curry &quot;Alipende&quot;,Gluten,,,,,,,,,,,,,
Pisto en conserva &quot;Alipende&quot;,Huevo,Pescado,Crustáceos,Moluscos,Leche y derivados,Apio,Soja,,,,,,,
Tableta de chocolate negro con almendras &quot;Alipende&quot; 47% cacao,Leche,Avellanas,,,,,,,,,,,,
Tableta de chocolate negro &quot;Alipende&quot; 70% cacao,Leche,Almendras,Avellanas,,,,,,,,,,,
Tableta de chocolate relleno sabor menta &quot;Alipende&quot;,Soja,Leche,Gluten,Huevo,Cacahuetes,Frutos de cáscara,,,,,,,,
Almendras tostadas con piel con sal &quot;Alipende&quot; Variedad Largueta (200 g),Cacahuetes, Frutos de cáscara,,,,,,,,,,,,
Salsa de mostaza &quot;Alipende&quot;,Huevo,Leche,,,,,,,,,,,,
Aperitivo de maíz &quot;Alipende&quot; Alipenditos,Leche,,,,,,,,,,,,,
Tofu fresco ecológico &quot;Ecocesta Productos Ecológicos&quot; al estilo japonés,Frutos secos,Sésamo,,,,,,,,,,,,
Tortitas de arroz con chocolate negro ecológicas &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Soja,Leche,,,,,,,,,,,
Tofu en conserva ecológico &quot;Ecocesta Productos Ecológicos&quot;,Gluten,,,,,,,,,,,,,
Paté vegetal ecológico &quot;El granero Integral&quot; Vegetal,Gluten,Frutos secos,,,,,,,,,,,,
Avena en copos ecológica &quot;Ecocesta Productos Ecológicos&quot;,Sésamo,Soja,Frutos secos,,,,,,,,,,,
Maíz tostado en copos ecológico &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Sésamo,Soja,Frutos secos,Leche,,,,,,,,,
Semillas de calabaza sin cáscara ecológicas &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Soja,Sésamo,Frutos secos,,,,,,,,,,
Sésamo crudo ecológico &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Soja,Frutos secos,,,,,,,,,,,
Cous cous integral ecológico &quot;Ecocesta Productos Ecológicos&quot;,Sésamo,Soja,Frutos secos,,,,,,,,,,,
Quinoa ecológica &quot;Ecocesta Productos Ecológicos&quot;,Soja,Gluten,Frutos secos,Sésamo,,,,,,,,,,
Tortilla chips ecológicos &quot;Ecocesta&quot; Naturales,Sésamo,,,,,,,,,,,,,
Lino dorado ecológico &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Soja,Sésamo,Frutos secos,,,,,,,,,,
Harina de garbanzo ecológica &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Tortitas de arroz ecológicas &quot;Ecocesta&quot; Sin sal añadida,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Tortitas de arroz con quinoa y amaranto ecológicas &quot;Ecocesta&quot;,Gluten,Sésamo,Frutos secos,,,,,,,,,,,
Levadura de cerveza ecológica &quot;Ecocesta Productos Ecológicos&quot;,Soja,Sésamo,Frutos secos,,,,,,,,,,,
Soja texturizada fina ecológica &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Sésamo,Frutos secos,,,,,,,,,,,
Soja texturizada gruesa ecológica &quot;Ecocesta Productos Ecológicos&quot;,Gluten,Sésamo,Frutos secos,,,,,,,,,,,
Semillas de calabaza sin cáscara ecológicas &quot;El Granero Integral&quot;,Gluten,Soja,Sésamo,Frutos secos,,,,,,,,,,
Lentejas rojas ecológicas &quot;El Granero Integral&quot;,Sésamo,Gluten,Soja,Frutos secos,,,,,,,,,,
Trigo sarraceno ecológico &quot;El Granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Azukis ecológicos &quot;El Granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Maíz tostado en copos ecológico &quot;El granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,Leche,,,,,,,,,
Sésamo crudo ecológico &quot;El Granero Integral&quot;,Gluten,Soja,Frutos secos,Mostaza,Altramuces,,,,,,,,,
Sésamo tostado ecológico &quot;El Granero Integral&quot;,Gluten,Soja,Frutos secos,,,,,,,,,,,
Amaranto ecológico &quot;El Granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Tostadas ecológicas &quot;El Granero Integral&quot; Castañas,Gluten,,,,,,,,,,,,,
Algarroba en polvo ecológica &quot;El Granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Teff ecológico &quot;El Granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Semillas de chía ecológicas &quot;El Granero Integral&quot;,Gluten,Sésamo,Soja,Frutos secos,,,,,,,,,,
Tortitas de cereales ecológicas &quot;El Granero Integral&quot; 8 cereales,Soja,Frutos secos,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Vegetalia&quot; con jengibre y naranja 56% cacao,Frutos secos,Leche,,,,,,,,,,,,
Tortitas de maíz con chocolate negro ecológicas &quot;Vegetalia&quot;,Frutos secos,Leche,Sésamo,,,,,,,,,,,
Cacahuetes con cáscara tostados sin sal &quot;Aperitivos Flaper&quot;,Frutos de cáscara,Harina de Trigo,Centeno,Sésamo,Soja,,,,,,,,,
Caldo de verduras en cubitos &quot;Soria Natural&quot;,Gluten,,,,,,,,,,,,,
Queso vegetal ecológico &quot;Quefu&quot; semicurado,Gluten,Frutos secos,,,,,,,,,,,,
Queso vegetal ecológico &quot;Quefu&quot; curado,Gluten,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Algas y chucrut,Sésamo,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Brócoli,Frutos secos,,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Champiñón,Sésamo,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Hortelana,Sésamo,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Calabacín,Frutos secos,,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Manzana,Sésamo,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Semillas,Frutos secos,,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Boletus,Sésamo,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Soria Natural&quot; Alcachofa,Sésamo,Frutos secos,,,,,,,,,,,,
Croquetas vegetales ecológicas &quot;Soria Natural&quot; Boletus,Sésamo,Frutos secos,,,,,,,,,,,,
Seitán ecológico &quot;Soria Natural&quot; Esponjoso,Soja,Sésamo,,,,,,,,,,,,
Tofu ecológico &quot;Soria Natural&quot; Natural,Gluten,,,,,,,,,,,,,
Paté vegetal ecológico &quot;Soria Natural&quot; con tofu estilo jardinera,Gluten,Sésamo,Frutos secos,,,,,,,,,,,
Paté vegetal ecológico &quot;Soria Natural&quot; con tofu y semillas,Gluten,,,,,,,,,,,,,
Tofu ecológico &quot;Soria Natural&quot; Mediterráneo,Frutos secos,,,,,,,,,,,,,
Paté vegetal ecológico &quot;Soria Natural&quot; con alcachofa,Gluten,Soja,Sésamo,Frutos secos,,,,,,,,,,
Paté vegetal ecológico &quot;Soria Natural&quot; con champiñones,Gluten,Soja,Sésamo,Frutos secos,,,,,,,,,,
Paté vegetal ecológico &quot;Soria Natural&quot; con aceitunas verdes,Gluten,Soja,Sésamo,Frutos secos,,,,,,,,,,
Tofu ecológico &quot;Soria Natural&quot; En rollitos con olivas,Sésamo,Gluten,Frutos secos,,,,,,,,,,,
Tofu ecológico &quot;Soria Natural&quot; En rollitos con sésamo tostado,Gluten,Frutos secos,,,,,,,,,,,,
Empanada vegetal ecológica &quot;Soria Natural&quot; Brócoli,Soja,Sésamo,Frutos secos,,,,,,,,,,,
Patatas fritas lisas ecológicas &quot;Soria Natural&quot;,Gluten,Soja,Sésamo,Pipas de girasol,,,,,,,,,,
Pisto en conserva ecológico &quot;Soria Natural&quot;,Gluten,Soja,Frutos secos,,,,,,,,,,,
Bebida de quinoa ecológica &quot;Soria Natural&quot;,Soja,,,,,,,,,,,,,
Bebida de soja ecológica &quot;Soria Natural&quot; con chocolate,Frutos secos,,,,,,,,,,,,,
Bebida de soja ecológica &quot;Soria Natural&quot; con canela al limón,Gluten,Frutos secos,,,,,,,,,,,,
Bebida de soja ecológica &quot;Soria Natural&quot; con calcio,Frutos secos,,,,,,,,,,,,,
Panes especiales &quot;Anitín&quot; Cacahuete,Soja,Derivados lácteos,Sésamo,,,,,,,,,,,
Panes especiales &quot;Anitín&quot; Soja,Cacahuetes,Derivados lácteos,,,,,,,,,,,,
Tortitas de arroz con chocolate negro &quot;Nackis&quot; 4 Packs,Gluten,Soja,Frutos de cáscara,Leche,,,,,,,,,,
Tortitas de maíz &quot;Nackis&quot;,Gluten,Soja,,,,,,,,,,,,
Tortitas de maíz con chocolate negro &quot;Nackis&quot; 4 Packs,Soja,Gluten,Leche,Frutos de cáscara,,,,,,,,,,
Tortitas de maíz &quot;Nackis&quot; Sin gluten,Soja,,,,,,,,,,,,,
Tortitas de arroz con chocolate negro &quot;Nackis&quot;,Gluten,Soja,Leche,Frutos de cáscara,,,,,,,,,,
Tortitas de maíz &quot;Nackis&quot; 4 Packs,Soja,Gluten,,,,,,,,,,,,
Tortitas de maíz &quot;Nackis&quot; 4 Packs,Soja,Gluten,,,,,,,,,,,,
Tortitas de maíz &quot;Bicentury&quot; Sabor olivas y cebollino,Gluten,Leche,,,,,,,,,,,,
Tortitas de maíz &quot;Bicentury&quot; Sabor tomate,Gluten,Leche,,,,,,,,,,,,
Redunat Fibra,fruits secs,sésame,dérivés de sésame,soja,,,,,,,,,,
ARCO de REYES 2011,Sulfitos,,,,,,,,,,,,,
ORELLUT 2011,Sulfitos,,,,,,,,,,,,,
Salsa napolitana &quot;Auchan&quot;,Mostaza,Apio,Pescado,Sulfitos,Leche,Huevos,Soja,,,,,,,
Salsa de tomate con setas &quot;Auchan&quot;,Mostaza, Apio, Pescado, Sulfitos, Leche, Huevos, Soja,,,,,,,
Trigo sarraceno ecológico &quot;Biocop&quot;,Sésamo,Gluten,Soja,Frutos secos,,,,,,,,,,
Tortitas de arroz con chocolate negro ecológicas &quot;Biocop&quot;,Leche,Frutos secos,,,,,,,,,,,,
Sésamo crudo,Frutos secos,,,,,,,,,,,,,
Fouet Catalan,Noisettes,,,,,,,,,,,,,
Sésamo tostado ecológico &quot;Eco-Salim&quot;,Soja,Frutos secos,Gluten,,,,,,,,,,,
Lino dorado ecológico &quot;Biográ&quot; (250 g),Soja,Cereales con gluten,frutos secos de cáscara,Derivados lácteos,Huevos,Sésamo,Apio,,,,,,,
Lentejas ecológicas &quot;Biográ&quot; Variedad tipo Du Puy,Soja,Gluten,Frutos secos de cáscara,Lácteos,Huevo,Sésamo,Apio,,,,,,,
Uvas pasas ecológicas &quot;Biográ&quot; Variedad Sultana,Lácteos,Huevo,Gluten,Soja,Sésamo,Frutos secos de cáscara,Apio,,,,,,,
Tofu ecológico &quot;Biográ&quot; ahumado,Apio,,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Biográ&quot; Espinacas y algas,Frutos de cáscara,Lácteos,Huevos,Sésamo,Apio,,,,,,,,,
Lino marrón ecológico &quot;Biográ&quot;,Soja,Cereales con gluten,frutos secos de cáscara,Derivados lácteos,Huevos,Sésamo,Apio,,,,,,,
Tofu ecológico &quot;Biográ&quot; Natural,Apio,,,,,,,,,,,,,
Arroz integral ecológico &quot;Biográ&quot; Variedad Basmati,Soja, Cereales con gluten, Derivados lácteos, Huevos, Sésamo, Apio, Frutos secos de cáscara,,,,,,,
Lentejas rojas ecológicas &quot;Biográ&quot;,Soja,Cereales con gluten,Derivados lácteos,Huevos,Sésamo,Apio,Frutos secos de cáscara,,,,,,,
Tofu ecológico &quot;Biográ&quot; Finas hierbas,Apio,,,,,,,,,,,,,
Lino dorado ecológico &quot;Biográ&quot; (500 g),Soja,Cereales con gluten,frutos secos de cáscara,Derivados lácteos,Huevos,Sésamo,Apio,,,,,,,
Sésamo crudo ecológico &quot;Biográ&quot; ,Soja,Cereales con gluten,frutos secos de cáscara,Derivados lácteos,Huevos,Sésamo,Apio,,,,,,,
Arroz salvaje rojo ecológico &quot;Biográ&quot; ,Soja,Cereales con gluten,Derivados lácteos,Huevos,Sésamo,Apio,Frutos secos de cáscara,,,,,,,
Trigo sarraceno ecológico &quot;Biográ&quot;,Soja, Cereales con gluten, Derivados lácteos, Huevos, Sésamo, Apio, Frutos secos de cáscara,,,,,,,
Hamburguesas vegetales ecológicas &quot;Natursoy&quot; Provenzal,Soja,Queso,Apio,Sésamo,,,,,,,,,,
"Hamburguesas vegetales ecológicas &quot;Natursoy&quot; Tofu, espelta, calabacín y berenjena",Frutos de cáscara,Cacahuetes,Huevo,Leche,Apio,Sésamo,Mostaza,,,,,,,
Tofu ecológico &quot;Natursoy&quot; Sésamo,Frutos de cáscara,Cacahuetes,Leche,Apio,,,,,,,,,,
Tortitas de arroz con algarroba ecológicas &quot;Natursoy&quot;,Cacahuete,Leche,Frutos de cáscara,Sésamo,,,,,,,,,,
Tofu ecológico &quot;Natursoy&quot; Ajo y perejil,Gluten,Frutos de cáscara,Cacahuetes,Huevo,Leche,Mostaza,Sésamo,Apio,,,,,,
Hamburguesas vegetales ecológicas &quot;Natursoy&quot; Pimiento asado y curry,Gluten,Frutos de cáscara,Cacahuetes,Huevo,Leche,Apio,Sésamo,,,,,,,
Tofu ecológico &quot;Natursoy&quot; Natural,Gluten,Frutos de cáscara,Cacahuetes,Huevo,Leche,Apio,Mostaza,Sésamo,,,,,,
Tofu ecológico &quot;Natursoy&quot; Italiana,Gluten,Frutos de cáscara,Cacahuetes,Huevo,Leche,Mostaza,Sésamo,,,,,,,
Tofu ecológico &quot;Natursoy&quot; Griego,Gluten,Frutos de cáscara,Cacahuetes,Huevo,Leche,Mostaza,Sésamo,Apio,,,,,,
Salchichas vegetales ecológicas &quot;Natursoy&quot; Frankfurts de Tofu,Altramuz,,,,,,,,,,,,,
Jengibre molido ecológico &quot;Artemis&quot;,Gluten,,,,,,,,,,,,,
Semillas de calabaza sin cáscara ecológicas &quot;BioSpirit&quot;,Gluten,Cacahuetes,Soja,Frutos secos,Mostaza,Sésamo,,,,,,,,
Albahaca molida ecológica &quot;BioSpirit&quot;,Lactosa,Pistachos,Apio,Mostaza,Sésamo,Gluten,Cilantro,Zanahoria,,,,,,
Cayena molida ecológica &quot;BioSpirit&quot;,Lactosa,Pistachos,Apio,Mostaza,Sésamo,Gluten,Cilantro,Zanahoria,,,,,,
Curry ecológico &quot;BioSpirit&quot;,Lactosa,Pistachos,Apio,Mostaza,Sésamo,Gluten,Cilantro,Zanahoria,,,,,,
Lentejas rojas ecológicas &quot;BioSpirit&quot;,Gluten,Cacahuetes,Soja,,,,,,,,,,,
Cúrcuma molida ecológica &quot;BioSpirit&quot;,Lactosa,Pistachos,Apio,Mostaza,Sésamo,Gluten,Cilantro,Zanahoria,,,,,,
Romero seco ecológico &quot;BioSpirit&quot;,Lactosa,Pistachos,Apio,Mostaza,Sésamo,Gluten,Cilantro,Zanahoria,,,,,,
Cacahuetes con cáscara tostados con sal &quot;SuperSol&quot;,Frutos de cáscara,Gluten,Lactosa,Soja,Leche,Sésamo,,,,,,,,
Curry &quot;SuperSol&quot;,Sésamo,Gluten,,,,,,,,,,,,
Tableta de chocolate negro &quot;SuperSol&quot; 48% cacao,Harina de trigo,Leche,Frutos secos,,,,,,,,,,,
Tableta de chocolate negro &quot;SuperSol&quot; 70% cacao,Harina de trigo,Leche,Frutos secos (almendras y avellanas),,,,,,,,,,,
Salsa napolitana &quot;SuperSol&quot;,Trigo,Crustáceos,Huevo,Pescado,Leche,Frutos de cáscara,,,,,,,,
Aperitivo de maíz &quot;SuperSol&quot; Gusitones,Gluten,,,,,,,,,,,,,
Patatas fritas onduladas &quot;SuperSol&quot;,Lactosa,Gluten,,,,,,,,,,,,
Almendras rellenas &quot;SuperSol&quot;,Otros frutos de cáscara,,,,,,,,,,,,,
Semillas de calabaza con cáscara tostadas con sal &quot;SuperSol&quot;,Cacahuete,Frutos de cáscara,Gluten,Lactosa,Soja,Leche,Sésamo,,,,,,,
Postre de soja &quot;SuperSol&quot; Natural,Leche y sus derivados,Gluten,Frutos de cáscara,,,,,,,,,,,
Tortas de Aceite Anís Vegajardin,May contain traces of ALMONDS,No colourings or preservatives added,100% vegetal origin,0% cholesterol,,,,,,,,,,
Tortas de Aceite de Limón y Canela Vegajardin,May contain traces of SESAME & ALMONDS,No colourings or preservatives added,100% vegetal origin,0% cholesterol,,,,,,,,,,
Tortas de Aceite de Naranja Vegajardin,May contain traces of SESAME & ALMONDS,No colourings or preservatives added,100% vegetal origin,0% cholesterol,,,,,,,,,,
Tortas de Aceite de Finas Hierbas Vegajardin,May contain traces of SESAME & ALMONDS,No colourings or preservatives added,100% vegetal origin,0% cholesterol,,,,,,,,,,
Tableta de chocolate relleno sabor menta &quot;Carrefour&quot;,Soja,Leche,Gluten,Huevo,Cacahuetes,Frutos de cáscara,,,,,,,,
Tableta de chocolate negro &quot;Carrefour&quot; 50% cacao,Frutos de cáscara,Gluten,Leche,,,,,,,,,,,
Rosquillas &quot;De Nuestra Tierra&quot;,Sésamo,,,,,,,,,,,,,
Tableta de chocolate negro ecológico &quot;Carrefour Bio&quot; 70% cacao,Frutos de cáscara,Gluten,Leche,Soja,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;Carrefour&quot; 55% cacao,Gluten,Leche,Otros frutos de cáscara,,,,,,,,,,,
Tableta de chocolate negro &quot;Carrefour&quot; 72% cacao,Frutos de cáscara,Gluten,Leche,,,,,,,,,,,
Patatas fritas lisas &quot;Carrefour&quot; Sabor ajo y perejil,Soja,Leche,Gluten,,,,,,,,,,,
Pasteles de Gloria &quot;Carrefour&quot;,Huevo,,,,,,,,,,,,,
Ciruelas pasas sin hueso &quot;Carrefour&quot;,Cacahuetes,Frutos secos de cáscara,,,,,,,,,,,,
Menestra de verduras en conserva &quot;Carrefour&quot; ,Gluten,Crustáceos,Huevo, Pescado,Soja,Leche,Apio,Mostaza,,,,,,
Bebida de soja &quot;Carrefour&quot; Sabor chocolate,Leche,Frutos de cáscara,,,,,,,,,,,,
Tortitas de arroz ecológicas &quot;Carrefour Bio&quot;,Gluten,Sésamo,Soja,Frutos de cáscara,,,,,,,,,,
Tableta de chocolate negro &quot;Carrefour&quot; 80% cacao,Frutos de cáscara,Gluten,Leche,,,,,,,,,,,
Postre de soja &quot;Carrefour&quot; Frutos rojos,Leche,,,,,,,,,,,,,
Postre de soja &quot;Carrefour&quot; Frutas amarillas,Leche,,,,,,,,,,,,,
Bebida de soja ecológica &quot;Carrefour Bio&quot;,Gluten,Frutos de cáscara,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas con sal &quot;Carrefour&quot; Gigantes,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Galletas Digestive Chocolate,Frutos secos,,,,,,,,,,,,,
Tortitas de maíz &quot;Carrefour&quot;,Gluten,Soja,,,,,,,,,,,,
Semillas de calabaza con cáscara tostadas con sal &quot;Carrefour&quot;,Cacahuetes,Frutos de cáscara,,,,,,,,,,,,
Salsa napolitana &quot;Carrefour&quot;,Huevo,Pescado,Soja,Leche,Frutos de cáscara,,,,,,,,,
Salsa de tomate para pizza &quot;Carrefour&quot; Con orégano,Huevo,Pescado,Soja,Leche,Frutos de cáscara,Apio,,,,,,,,
Tortitas de arroz con chocolate negro &quot;Carrefour&quot;,Gluten,Soja,Leche,Frutos de cáscara,,,,,,,,,,
Tortitas de arroz y maíz &quot;Carrefour&quot;,Gluten,Leche,,,,,,,,,,,,
Hummus &quot;Simply Greek&quot; Olivas de Kalamata con tostaditas,Aceite de cacahuete,Productos lácteos,Apio,Semillas de mostaza,Frutos de cáscara,,,,,,,,,
Hummus &quot;YGriega&quot; Clásico con tostaditas,Aceite de cacahuete,Productos lácteos,Apio,Semillas de mostaza,Frutos de cáscara,,,,,,,,,
Semillas de calabaza sin cáscara ecológicas &quot;Bio Cesta&quot;,Soja,Gluten,Sésamo,Derivados lácteos,Frutos de cáscara,Apio,Huevo,,,,,,,
Sésamo crudo ecológico &quot;Bio Cesta&quot;,Soja,Gluten,Derivados lácteos,Frutos de cáscara,Apio,Huevo,,,,,,,,
Patatas fritas lisas &quot;Aliada&quot; en aceite de oliva,Gluten,Leche,Soja,,,,,,,,,,,
Albaricoques deshidratados &quot;Aliada&quot;,Frutos secos,Cacahuetes,,,,,,,,,,,,
Caldo de verduras &quot;Aliada&quot;,Huevos,Leche,,,,,,,,,,,,
Semillas de girasol sin cáscara ecológicas &quot;Special Line&quot; ,Gluten,Soja,Sésamo,Frutos secos,Mostaza,Altramuces,,,,,,,,
Cacahuetes fritos con sal &quot;El Corte Inglés&quot;,Frutos de cáscara,,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Special Line&quot; Alcachofa,Sésamo,Frutos secos,,,,,,,,,,,,
Hamburguesas vegetales ecológicas &quot;Special Line&quot; Brócoli,Frutos secos,,,,,,,,,,,,,
Maíz frito &quot;Aliada&quot;,Frutos secos,Cacahuetes,,,,,,,,,,,,
Nueces mondadas &quot;Aliada&quot;,Otros frutos secos,Cacahuetes,,,,,,,,,,,,
Figuritas de mazapán &quot;El Corte Inglés&quot;,Huevo,,,,,,,,,,,,,
Tableta de chocolate negro &quot;Aliada&quot; 72% cacao,Leche,Avellanas,Almendras,,,,,,,,,,,
Tableta de chocolate negro con almendras &quot;Aliada&quot; 47% cacao,Leche,Avellanas,,,,,,,,,,,,
Semillas de girasol con cáscara tostadas con sal &quot;El Corte Inglés&quot;,Cacahuetes, Frutos de cáscara,,,,,,,,,,,,
Crème glacée rhum-raisins,lait,oeuf,fruits à coque,,,,,,,,,,,
Yoggi Original Morango e Banana,Contêm fenilalanina,Isento de glúten,,,,,,,,,,,,
Nestlé Yoggi Magro Frutos Tropicais,edulcorantes,,,,,,,,,,,,,
Avellanas crudas &quot;Sucesores de Ignacio López&quot;,Gluten,Otros frutos de cáscara,,,,,,,,,,,,
Pan de molde sin gluten &quot;Auchan&quot;,Huevo,,,,,,,,,,,,,
Quinoa ecológica &quot;Biogoret&quot;,Cereales,Soja,Gluten,Frutos secos,Sésamo,Leche,Apio,Mostaza,,,,,,
Maíz tostado en copos ecológico &quot;Biogoret&quot;,Cereales,Soja,Gluten,Frutos secos,Sésamo,Leche,Apio,Mostaza,,,,,,
Tomates deshidratados &quot;Sol de Marzo&quot;,Nueces,,,,,,,,,,,,,
Lentejas ecológicas &quot;Rincón del Segura&quot; Variedad Pardina,Gluten,,,,,,,,,,,,,
