product_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Aceitunas verdes partidas aliñadas &quot;Baresa&quot; Variedad Obregón ,Sulfitos,,,,,,,,,,,,,
Aceitunas verdes partidas aliñadas &quot;Baresa&quot;,Sulfitos,,,,,,,,,,,,,
2 Cordons Bleus de poulet,Céleri,Moutarde,,,,,,,,,,,,
Palmiers feuilletés croustillants,Oeuf,Lait,soja,fruits à coque,,,,,,,,,,
Tuna salad,egg,fish,gluten,wheat,,,,,,,,,,
L'étal du boucher Le tendre et savoureux 10 hachés au boeuf,Blé,Céréales,Gluten,Lait,Céleri,,,,,,,,,
Spaghetti ,gluten,wheat,egg,,,,,,,,,,,
Ravioli 100% Pur Boeuf Sauce tomate cuisinée - 400 g,Blé,Lait,Oeuf,,,,,,,,,,,
Gaufrettes au chocolat et aux noisettes,arachide,,,,,,,,,,,,,
Pizza Fiambre e Queijo,soja,ovos,sulfitos,peixe,,,,,,,,,,
Pizza Romana,soja,ovos,sulfitos,peixe,,,,,,,,,,
Nems au poulet avec sauce Nuoc-mâm,crustacés,mollusques,moutarde,œuf,céleri,lait,,,,,,,,
Poulet aux champignons noirs & nouilles,blé,soja,oeuf,céleri,poisson,crustacé,mollusque,lait,moutarde,,,,,
4 Ciabattines,Sésame,,,,,,,,,,,,,
4 petits pains à finir de cuire,Gluten,,,,,,,,,,,,,
2 panés au colin d'Alaska,poisson,mollusque,blé,lait,oeuf,,,,,,,,,
Noir,Gluten,Fruits à coque,,,,,,,,,,,,
Virutas de chocolate negro &quot;Belbake&quot;,Leche,Frutos de cáscara,,,,,,,,,,,,
Pepitas de chocolate negro &quot;Belbake&quot;,Leche,Frutos de cáscara,,,,,,,,,,,,
Deluxe Pâte À Tartiner Caramel Toffeepasta,fruit à coque,soja,,,,,,,,,,,,
Saumon Fondue de poireaux,crustacés,oeuf,céleri,,,,,,,,,,,
Surtido de encurtidos en banderillas &quot;Baresa&quot; Dulces,Dióxido de azufre,,,,,,,,,,,,,
8 galettes de légumes courgettes-carottes-petits pois,poisson,soja,,,,,,,,,,,,
8 galettes de légumes poireaux-carottes-pommes de terre,poisson,soja,blé,céleri,,,,,,,,,,
Debrecziner Alepngut,Moutarde,céleri,,,,,,,,,,,,
Génoises framboise,Arachides,Sésame,Lait,,,,,,,,,,,
Chips nature ondulées,Lait,gluten,moutarde,soja,oeuf,céleri,,,,,,,,
Sucette en chocolat au lait décoré,gluten,arachides,soja,oeuf,fruits a coque,,,,,,,,,
2 pavés de kangourou marinés au vin rouge et épices Deluxe,Sulfites,,,,,,,,,,,,,
Aloe vera deshidratado en trozos &quot;Alesto&quot;,Sulfitos,,,,,,,,,,,,,
Arándanos deshidratados &quot;Alesto&quot;,Sulfitos,,,,,,,,,,,,,
Dark chocolate &quot;Fin Carré&quot; Ginger 57% cocoa,Milch,Soja,Schalenfrüchten (Nüsse),Gluten,,,,,,,,,,
Dark chocolate &quot;Fin Carré&quot; Cranberry 57% cocoa,Milch,Soja,Schalenfrüchten (Nüsse),Gluten,,,,,,,,,,
Patatas fritas lisas &quot;Deluxe&quot; Con pimienta sobre flor de sal,Gluten,Leche y derivados,Soja,,,,,,,,,,,
Champiñones laminados condimentados en conserva &quot;Baresa&quot;. Funghi Trifolari,Apio,Dióxido de azufre,,,,,,,,,,,,
Champiñones laminados condimentados en conserva &quot;Baresa&quot;. Funghi alla Pizzaiola,Apio,Dióxido de azufre,,,,,,,,,,,,
Crema de cacao y avellanas &quot;Belbake&quot;,Leche, Otros frutos de cáscara,,,,,,,,,,,,
Wrap poulet rôti sauce Caesar,crustacé,sésame,céleri,,,,,,,,,,,
Paupiettes saumon-st jacques-poireau,Lait,,,,,,,,,,,,,
Sorbet Passion Fruit &quot;Deluxe&quot;,Schalenfrüchten (Nüsse), Milch,,,,,,,,,,,,
Sorbet Lemon &quot;Deluxe&quot;,Schalenfrüchten (Nüsse),Milch,,,,,,,,,,,,
Sorbet Raspberry &quot;Deluxe&quot;,Schalenfrüchten (Nüsse),Milch,,,,,,,,,,,,
Sorbet Mango &quot;Deluxe&quot;,Schalenfrüchten (Nüsse),Milch,,,,,,,,,,,,
Haché Porc et Boeuf,Oeuf,,,,,,,,,,,,,
Pains chocolat beurre,soja,fruits à coque,œufs,,,,,,,,,,,
Chipster,Blé,Gluten,Lait,,,,,,,,,,,
Salsa de citronela &quot;VitAsia&quot;,Trigo, Huevo, Soja, Apio, Leche, Mostaza, Sésamo,,,,,,,
Salsa de jengibre &quot;VitAsia&quot;,Trigo, Huevo, Soja, Apio, Leche, Mostaza, Sésamo,,,,,,,
Pasta de wasabi &quot;VitAsia&quot;,Trigo,Huevo,Soja,Leche,Apio,Sésamo,,,,,,,,
Almendras tostadas con wasabi &quot;VitAsia&quot;,Cacahuetes, Otros frutos de cáscara,,,,,,,,,,,,
Soupe tom kha à la japonaise - 50 g - Vitasia,oeufs,soja,céleri,moutarde,,,,,,,,,,
Soupe Pékinoise aux nouilles - 55 g - Vitasia,oeufs,soja,graines de sésame,moutarde,lupins,,,,,,,,,
Miso soup à la japonaise - 35 g - Vitasia,oeufs,lait,céleri,moutarde,graines de sésame,lupins,,,,,,,,
Aceitunas verdes rellenas de pimiento &quot;Baresa&quot;,Pescado,Crustáceos,Queso,Almendras,,,,,,,,,,
Oyster Sauce,fish,molluscs,peanuts,nuts,sesame seeds,,,,,,,,,
Zartbitter-Schokolade &quot;Moser-Roth&quot; Meersalz 52 % Kakao,Milch,Haselnuss,Mandel,Erdnuss,Anderen Nüssen emhalten,,,,,,,,,
Boucané de volaille,soja,dérivés de soja,,,,,,,,,,,,
ribs toscane,Moutarde,,,,,,,,,,,,,
Les papillotes colin riz noir petits légumes,gluten,crustacés,oeuf,soja,fruits à coques,graines de sésame,moutarde,mollusques,,,,,,
Formule Boost,Arachide,Fruits à coque,Sésame,Gluten,Anhydride sulfureux,,,,,,,,,
Jambon blanc,pas d'allergène,,,,,,,,,,,,,
Arroz precocinado &quot;Bon-Ri&quot; Basmati,Nueces,Cacahuetes,,,,,,,,,,,,
Almendras crudas con piel sin sal ecológicas &quot;GutBio&quot;,Cacahuetes,Otros frutos de cáscara,,,,,,,,,,,,
Mezcla de frutos secos ecológicos &quot;GutBio&quot;,Cacahuetes,Otros frutos de cáscara,,,,,,,,,,,,
Galletas - Aros de chocolate &quot;Selecta&quot;,Leche,,,,,,,,,,,,,
Patatas fritas lisas &quot;Aitana&quot; Con aceite de oliva virgen,Leche,Gluten,Soja,Apio,,,,,,,,,,
Cacahuetes con cáscara tostados con sal,Frutos de cáscara,,,,,,,,,,,,,
Patatas fritas lisas &quot;R.G. Noguera&quot; Artesanas,Leche,Gluten,Soja,Apio,,,,,,,,,,
Patatas fritas onduladas &quot;R.G. Noguera&quot;,Leche,Gluten,Soja,Apio,,,,,,,,,,
Aperitivo de maíz &quot;Snackus&quot;,Trigo,Soja,Leche,,,,,,,,,,,
Tortilla chips ecológicos &quot;GutBio&quot; ,Gluten,Soja,Leche,,,,,,,,,,,
Postre de soja &quot;Milsani&quot; Frutos rojos,Leche,,,,,,,,,,,,,
Barritas de frutos secos &quot;Remiga&quot;,Sésamo, Otros frutos de cáscara,,,,,,,,,,,,
Almendras rellenas &quot;Delicias de Estepa&quot;,Huevo,Leche,Soja,Sésamo,Vino,Otros frutos secos,,,,,,,,
Coteaux Aix en Provence 2012,Sulfites,,,,,,,,,,,,,
Bella Tiramisu Pudding,Kann Spuren von Soja und Mandeln enthalten,,,,,,,,,,,,,
Bacon crudités,gluten,oeuf,moutarde,,,,,,,,,,,
Neulas,Frutos de cáscara,huevo,leche,,,,,,,,,,,
Mini tabletas de chocolate negro &quot;Moser-Roth&quot; 70% cacao,Leche,Avellanas,Almendras,Cacahuetes,Otros frutos de cáscara,,,,,,,,,
4 beignets moelleux à la pomme,Gluten,Oeuf,Arachides,Fruits à coque,Lait,Soja,,,,,,,,
Noix coque,sulfite,,,,,,,,,,,,,
Saucisse sèche Pur Porc - 250 g - Le Flutiau,fruits à coques,,,,,,,,,,,,,
Mousse de Foie à l'Ancienne,Céleri,Lait,Oeuf,Moutarde,Fruits à coque,,,,,,,,,
Salade à tartiner Saumon fumé - 200 g (même code barre 26017518 sur salade Thon et salade Surimi),mollusques,gluten,soja,crustacés,lupin,lait,,,,,,,,
Couscous poulet merguez,moutarde,œuf,poisson,crustacé,mollusques,soja,fruits à coque,,,,,,,
Soufflés Cacahuètes,Produits laitiers,,,,,,,,,,,,,
Ravioli Pur Boeuf Sauce Italienne - 800 g,Oeuf,Lait,,,,,,,,,,,,
Paëlla Volaille & fruits de mer - 1 kg,Blé dur.,,,,,,,,,,,,,
Velouté de Légumes - 1 litre - Les Printanières,gluten,fruits à coque,mollusques,poissons,crustacés,moutarde,oeufs,soja,,,,,,
Velouté de volaille,oeuf,soja,blé,,,,,,,,,,,
Magic Cookies Coeur Fondant,Fruits à coque,,,,,,,,,,,,,
Pain d'épice au miel,fruits à coque,lait,,,,,,,,,,,,
"Tartichoc, Pâte à tartiner aux noisettes",amandes,soja,,,,,,,,,,,,
Schovit - 800 g,lait,soja,,,,,,,,,,,,
Tendre Orange,fruits à coque,lait,,,,,,,,,,,,
Madeleines longues aux oeufs - 250 g,gluten(orge),fruits à coque,soja.,,,,,,,,,,,
Barre Pâtissière,Oeufs,Lait,Fruits à coque,Gluten,,,,,,,,,,
Madeleines coquille,lait,,,,,,,,,,,,,
Mini fourré fraise ou chocolat,lait,soja,fruits à coques,,,,,,,,,,,
Flûtes fromage au beurre,Sésame,,,,,,,,,,,,,
Drizz,céleri,crustacés,oeuf,,,,,,,,,,,
Sablés à la noix de coco,fruits à coque,soja,,,,,,,,,,,,
Gateau Marbré au chocolat,arachide,fruits à coque,lait,,,,,,,,,,,
Scholetta - 4 Rochers au lait fourrés au praliné,amande,gluten,,,,,,,,,,,,
Bonbons Cassis Sans Sucre,phénylalanine,,,,,,,,,,,,,
Céréactive Pomme verte,lait,soja,sulfites,arachide,fruits à coque,,,,,,,,,
Pains Hamburger Géants (x 4) - 330 g - Mannapain,oeufs,lait,,,,,,,,,,,,
Lait praliné éclat de noisettes,fruits à coque,gluten,oeufs,,,,,,,,,,,
Chocolat au lait,noisettes,amandes,arachides,noix,,,,,,,,,,
Chocolat noir,noisettes,amandes,arachides,noix,,,,,,,,,,
Chocolat au lait avec noisettes entières,amandes,arachides,fruits à coque,,,,,,,,,,,
Noir fourré façon mousse ou Lait fourré façon mousse,fruits à coque,gluten,œufs,,,,,,,,,,,
Noir 74 % cacao,gluten,lait,Fruits à coque,,,,,,,,,,,
Chocolat au lait noix de pécan ou Chocolat blanc noisette entières ou Chocolat blanc coco et cornflakes,soja,gluten,oeufs,arachides,fruits à coques,,,,,,,,,
Chocobloc,fruits à coque,,,,,,,,,,,,,
Lait amandes ou lait raisins noisettes,noisettes,arachides,noix,amandes,,,,,,,,,,
Noir noisettes ou Noir amandes,amandes,arachides,noix,,,,,,,,,,,
Chocolat au lait noisette ou lait fourré praliné ou lait crème,amandes,arachides,fruits à coque,,,,,,,,,,,
Chocolat dessert 55% cacao,soja,gluten,œuf,lait,arachides,fruits à coque,,,,,,,,
Hachis parmentier - 385 g,poisson,crustacés,mollusques,oeuf,soja,céleri,,,,,,,,
Nouilles royales - 300 g,mollusques,lait,céleri,moutarde,,,,,,,,,,
Parmentier de Poisson - 330 g,crustacés,mollusques,oeuf,soja,céleri,moutarde,,,,,,,,
Olives farcies à la pâte d'anchois,crustacés,,,,,,,,,,,,,
"Spécialité Fromagère Ail & Fines Herbes (22,5% MG) - 200 g - Lys de France",Fruits à coque,Lait de chèvre,,,,,,,,,,,,
Lentilles préparées - 800 g - Fleurs des Champs,céleri,,,,,,,,,,,,,
Lait caramel Dupont d'isigny à la fleur de sel de Guérande,fruits à coques,gluten,oeuf,,,,,,,,,,,
Saumon Atlantique sauce crevettes,Poisson,Gluten,Produits Laitiers,Crustacés,Mollusques,Céleri,Oeufs,,,,,,,
Fruits de Mer,gluten,,,,,,,,,,,,,
4 Tranches de Filets de Colin d'Alaska,arête,,,,,,,,,,,,,
Colin d'Alaska à la Parisienne surgelé - 450 g - Golden Seafood (même code barre 26053325 que Colin d'Alaska à la provençale : 2000000009759),crustacés,oeuf,soja,moutarde,arête,,,,,,,,,
"15 Bâtonnets de poisson pané, pré-frits, surgelés",arête,,,,,,,,,,,,,
6 Cônes Chocolat Pistache,fruits à coque,,,,,,,,,,,,,
Cassoulet - 420 g - Les Légendaires,Oeuf,Céleri,,,,,,,,,,,,
Ail et fines herbes,fuits à coques,lait de chèvre,,,,,,,,,,,,
Pur brebis (33% MG) - 220 g,lait de vache,lait de chèvre,,,,,,,,,,,,
Tiramisu,Soja,Fruits à coque,,,,,,,,,,,,
2 Cordons bleus de dinde - 200 g - Corril,Céleri,Moutarde,,,,,,,,,,,,
Ravioli Pur Boeuf Sauce Italienne - 400 g ,Oeuf,Lait,,,,,,,,,,,,
8 mini gâches,soja,fruits à coque,,,,,,,,,,,,
10 croissants,oeufs,soja,arachide,fruits à coque,,,,,,,,,,
Pain Sandwich Complet Extra Moelleux (14  Maxi Tranches) - 550 g - Mannapain,Lait,Oeuf,Soja,Graines de sésame,,,,,,,,,,
Briochettes aux pépites de chocolat au lait,arachides,fruits à coque,,,,,,,,,,,,
Pains Hamburgers XXL,Lait,Oeuf,,,,,,,,,,,,
Olives à la provencale,Céleri,Crustacé,Fruit à coque,Lupin,Mollusque,Poisson,Sulfite,,,,,,,
Cocktail d'olives au cumin,Céleri,Crustacé,Fruits à coque,Lupin,Mollusque,Poisson,sulfites,,,,,,,
Larmes de Cognac,oeuf,gluten,amandes,noix,pistaches,noix de pécan,,,,,,,,
P'tit plaisir au Chocolat Noir,Oeufs,Soja,Fruits à coques,Sésame,,,,,,,,,,
Panda,contient lait,lactose,soja,moutarde,,,,,,,,,,
Noisettes,cacahuètes autres noix et sésame,,,,,,,,,,,,,
Rouille select maree,poissons,mollusques,,,,,,,,,,,,
Boczek Klasyczny wedzony,Gluten,Selera,Gorczycy,,,,,,,,,,,
Barre au sésame et à la canneberge,autres noix,,,,,,,,,,,,,
Risotto &quot;Italia&quot; mit Tomaten,Weizen,Ei,Sellerie,Senf,Milch,Soja,,,,,,,,
Tableta de chocolate negro &quot;Gletscherkrone&quot; Con fructosa 55% cacao,Huevo,Sésamo,Cacahuetes,Avellanas,Otros frutos de cáscara,Leche,,,,,,,,
Knabbererzeugnis aus Cassave &quot;Asia Green Garden&quot;,Erdnüssen,,,,,,,,,,,,,
Edelbitterschokolade &quot;Freihofer Gourmet&quot; Papua Neuguinea 70% Kakao,Haselnüsse,Andere Schalenfrüchte,Gluten,Ei,Milchbestandteile,,,,,,,,,
Sémola de maíz ecológica &quot;GutBio&quot;,Gluten,,,,,,,,,,,,,
Tarama Extra,crustacés,oeufs,céleri,moutarde,mollusque,Soja,,,,,,,,
pommes cristallisees,arachides,fruits à coques,,,,,,,,,,,,
Cachou,Réglisse,,,,,,,,,,,,,
Chewing gum parfum menthol,Soja,,,,,,,,,,,,,
"Hollywood Parfums menthe fraîche, menthe forte",sésame,fruits à coque,phénylalanine,,,,,,,,,,,
2 Fresh parfum menthe verte / chlorophylle,phénylalanine,,,,,,,,,,,,,
Hollywood chewing gum 2 fresh,Graines de sésame,Fruits à coque,Source de phénylalanine,,,,,,,,,,,
Chewing Gum parfum Cerise sans sucres Hollywood,Contient une source de phénylalanine,,,,,,,,,,,,,
Nuggets au filet de poulet (x 10) - 200 g - Père Dodu,blé,seigle,lait,céleri,œuf,,,,,,,,,
Escalope Cordon Bleu (x 2) - 200 g - Père Dodu,Blé,lait,céleri,oeuf,seigle,,,,,,,,,
Escalope Cordon Bleu Goût Poulet Bacon (x 2) - 200 g - Père Dodu,Seigle,,,,,,,,,,,,,
Douceur de 8 légumes à la crème fraîche (lot de 2 x 1 L) Knorr,blé,œuf,,,,,,,,,,,,
Mouliné de légumes verts Knorr,blé,oeuf,,,,,,,,,,,,
Mouliné de légumes verts Knorr,blé,oeuf,,,,,,,,,,,,
"Soupe à l'Oignon, Knorr, nouvelle recette ",oeuf,lait,,,,,,,,,,,,
Chorba marocaine au mouton,lait,oeuf,,,,,,,,,,,,
Soupe passée poireaux et légumes variés,Œuf,,,,,,,,,,,,,
Flan Entremets saveur vanille,blé,,,,,,,,,,,,,
Flan Entremets très chocolat,Blé,,,,,,,,,,,,,
Sauce à l'Échalote,Céleri,Œuf,,,,,,,,,,,,
Velouté de neuf légumes,blé,oeuf,,,,,,,,,,,,
Douceur de 8 légumes à la crème fraîche Knorr,blé,œuf,,,,,,,,,,,,
Roux pour Béchamel,gluten,,,,,,,,,,,,,
Poule aux vermicelles,Lait,,,,,,,,,,,,,
"Sauce Bourguignon, cuisinée au vin rouge et aux petits légumes",Céleri,lait,oeufs,,,,,,,,,,,
Douceurs d'épinards au boursin,blé,oeuf,céleri,,,,,,,,,,,
Sucre vanillé des Isles,blé,,,,,,,,,,,,,
vitpris,blé,,,,,,,,,,,,,
Filets de Cabillaud Pané surgelé (x 8) - 400 g,arêtes,,,,,,,,,,,,,
Boules crème,fruits à coque,,,,,,,,,,,,,
Olives noires à la grecque dénoyautées,noyau,,,,,,,,,,,,,
Olives vertes à la pâte de poivron,noyau,fragment de noyau,,,,,,,,,,,,
Olives vertes dénoyautées,noyau,fragment de noyau,,,,,,,,,,,,
Le Véritable Petit Beurre,Gluten,Lait,fruit à coque,Sésame,blé,oeuf,,,,,,,,
Le Véritable Petit Beurre,blé,gluten,lait,oeufs,fruits à coque,sésame,,,,,,,,
Véritable Petit Beurre,fruits à coque,sésame,gluten,lactose,,,,,,,,,,
Galettes Saint Sauveur,fruits à coque,soja,,,,,,,,,,,,
Véritable Petit Ecolier Pocket,Gluten,Lait,Soja,fruits à coque,blé,,,,,,,,,
Lu - Véritable Petit Écolier - Pocket - Chocolat au lait,fruits à coque,,,,,,,,,,,,,
Petit écolier chocolat au lait,blé,gluten,soja,lait,fruits à coques,,,,,,,,,
Mikado black night,Fruits à coque,,,,,,,,,,,,,
"Véritable petit écolier tendre coeur, 6 biscuits",soja,lait,oeuf,fruits à coque,sesame,blé,gluten,,,,,,,
LU La Paille d'Or aux Framboises,Blé,Gluten,Oeuf,Soja,Lait,,,,,,,,,
Figolu,Oeuf,Lait,Fruits à coque,Sésame,,,,,,,,,,
thé biscuits,Gluten,Oeuf,Lait,Fruits à coque,Sésame,,,,,,,,,
Dinosaurus,Gluten,blé,oeuf,soja,lait,sésame,,,,,,,,
Coqueline 3 chatons Fraise,gluten,oeuf,lait,soja,blé,,,,,,,,,
LU Parfum Chocolat Goûters REM,blé,gluten,soja,lait,oeufs,,,,,,,,,
Palmito L'original,oeuf,soja,lait,fruit à coque,,,,,,,,,,
Hello!,sesame,,,,,,,,,,,,,
LU feuilleté doré,Oeuf,Fruits à coque,,,,,,,,,,,,
Napolitain LU classic x6,blé,gluten,lait,soja,oeuf,sésame,fruits à coque,,,,,,,
Belvita - Petit Déjeuner - Chocolat & 5 Céréales Complètes,Gluten,Soja,Arachide,Sésame,Oeuf,Fruits à coque,,,,,,,,
Pépito Mini Roulés Chocolat,fruits a coque,,,,,,,,,,,,,
petit brun extra,lait,fruits à coques,sésame.,oeuf,,,,,,,,,,
Pépito pockitos chocolat noir,Sésame,,,,,,,,,,,,,
Pépito Pockitos Chocolat au Lait,Sésame,,,,,,,,,,,,,
Cracotte,Sésame,blé,gluten,lait,,,,,,,,,,
Belin - Croustilles - Cacahuète,Blé,Lait,,,,,,,,,,,,
Prince Choco'Barre,blé,gluten,soja,lait,fruits a coque,,,,,,,,,
Cake aux fruits,Gluten,oeufs,lait,soja,blé,,,,,,,,,
Croustilles format familial,arachide,blé,lait,,,,,,,,,,,
Pepito Pockitos Lu,blé,gluten,soja,lait,oeufs,fruits à coque,,,,,,,,
"Belvita Petit Déjeuner Chocolat & 5 Céréales Complètes, allégé en sucres ",Blé,Gluten,Soja,Lait,Oeuf,Fruits à coque,Sésame,,,,,,,
Miniroulés aux Framboises,fruits à coque,,,,,,,,,,,,,
4 céréales et morceaux de figues,Blé,Gluten,Soja,Lait,Fruits à coque,,,,,,,,,
Grany Fraise & Framboises,Soja,lait,fruits à coque,,,,,,,,,,,
Pépito Croc sablé goût choco,Oeuf,,,,,,,,,,,,,
Belvita - Petit Déjeuner - Brut 5 Céréales Complètes,arachide,fruits à coque,œuf,,,,,,,,,,,
Croustilles,Blé,Arachide,Fruits à coque,Céleri,Moutarde,Sésame,,,,,,,,
Lot de 3 Belvita Petit Déjeuner,œuf,fruits à coque,sésame,,,,,,,,,,,
 La Paille d'Or aux Fraises et aux Fraises des bois,blé,gluten,oeuf,soja,lait,,,,,,,,,
Belin - Apéritif Monaco ,oeuf,fruits à coque,moutarde,,,,,,,,,,,
Granola chocolat noir,sésame,oeufs,fruits à coque,,,,,,,,,,,
Belvita Petit Déjeuner Chocolat,blé,gluten,soja,lait,oeuf,arachide,fruits à coque,sésame,,,,,,
Belvita petit déjeuner Miel et pépites de Chocolat & 5 céréales complètes,œuf,fruits à coque,sésame,,,,,,,,,,,
Miniroulés L'original aux Abricots,blé,gluten,oeuf,lait,fruits à coque,,,,,,,,,
Mikado Pocket au Lait,Blé,Gluten,Soja,Lait,Fruits à coque,,,,,,,,,
Mikado pocket chocolat noir,Fruits à coque,,,,,,,,,,,,,
Pépito Pocket Chocolat au Lait,blé,gluten,soja,lait,oeuf,fruits à coque,sésame,,,,,,,
Petit écolier Le Blanc,blé,gluten,soja,lait,fruits à coque,,,,,,,,,
Napolitain LU 3 chocolats,blé,gluten,oeuf,soja,lait,fruits à coque,,,,,,,,
Belin Box Monaco à l'emmental,oeuf,fruits à coque,céléri,moutarde,sésame,,,,,,,,,
Belin La Box Best of,Oeuf,fruits à coque,moutarde,,,,,,,,,,,
Mikado Chocolat Noir,blé,gluten,soja,lait,fruits à coque,,,,,,,,,
Mikado Choclat au lait,Gluten,Soja,Lait,Fruits à coque,,,,,,,,,,
Monaco à l'emmental (Belin Box),oeuf,fruit à coque,céleri,moutarde,sésame,,,,,,,,,
Belin - La Box Best of,Gluten,Lait,Céleri,Sésame,Œuf,Soja,Amande,Noisette,Noix,Moutarde,,,,
Belvita Petit Déjeuner Coeur Fondant Goût Tout Chocolat & 5 Céréales Complètes,Œuf,Fruits à coque,blé,soja,lait,,,,,,,,,
Prince goût chocolat blanc,Blé,Gluten,Soja,Lait,Oeuf,Sésame,,,,,,,,
Granola Extra Cookies Gros Chunks de Chocolat,œuf,lait,fruits à coque,,,,,,,,,,,
Granola Gros éclats de chocolat Amandes caramélisés,Œuf,lait,Fruits à coque,,,,,,,,,,,
Ritz crackers,blé,gluten,oeuf,lait,céleri,sésame,,,,,,,,
Barres Grany chocolat au lait et noisettes,Fruits à coque,,,,,,,,,,,,,
Belvita petit déjeuner,oeuf,arachide,lait,,,,,,,,,,,
Biscuit intense chocolat noir,Blé,Gluten,Soja,Lait,Fruits à coque,,,,,,,,,
Résille d'Or Praliné-Noisette,Oeuf,Soja,Noisette,gluten,arachide,lait,,,,,,,,
schoks l'original,oeuf,arachide,fruits à coque,,,,,,,,,,,
"Granola, recette originale, chocolat au lait",blé,gluten,soja,lait,oeuf,fruits à coque,sésame,,,,,,,
Granola,Oeuf,Fruits à coque,Sésame,Blé,Gluten,Soja,,,,,,,,
Lot de 4 paquets Prince Lu Goût Chocolat,œuf,,,,,,,,,,,,,
Cassoulet - 840 g ,blé,lait,,,,,,,,,,,,
Champagne Brut,Sulfites,,,,,,,,,,,,,
Ancel cocktail,moutarde,,,,,,,,,,,,,
Sticks,Gluten,,,,,,,,,,,,,
Sardines sélection à l'huile d'olive et piment,moutarde,,,,,,,,,,,,,
Sardines à l'huile d'olive et au basilic Parmentier,moutarde,sucres,,,,,,,,,,,,
Sardines à la tomate,moutarde,,,,,,,,,,,,,
Filets de maquereaux au vin blanc,Moutarde,,,,,,,,,,,,,
Filets de Maquereaux au vin blanc - aux Aromates,Moutarde,,,,,,,,,,,,,
Sardines à l'huile d'olive et au basilic (lot de 4 ) Parmentier,moutarde,sucres,,,,,,,,,,,,
Cassoulet de Castelnaudary au Confit de Canard du Sud-Ouest - 840 g - Raynal et Roquelaure,lait,céleri,moutarde,poisson,crustacés,mollusques,esquilles d'os,,,,,,,
Lapin Sauté aux 2 Moutardes - 400 g - Raynal et Roquelaure,céleri,poisson,crustacés,mollusques,,,,,,,,,,
Cannelloni Pur Boeuf sauce napolitaine - 400 g,céleri,,,,,,,,,,,,,
Ravioli 3 Fromages sauce tomate - 800 g ,oeuf,céleri,,,,,,,,,,,,
Ravioli bolognaise sauce riche en boeuf - 400 g,oeufs,sel,céléri,,,,,,,,,,,
"Ravioli Bolognaise sauce riche en Boeuf - Format Familial - 1,2 kg ",oeufs,lait,céleri,,,,,,,,,,,
Ravioli Bolognaise sauce riche en Boeuf - 800 g,lait,céleri,oeuf,,,,,,,,,,,
Ravioli Pur Boeuf sauce tomate cuisinée - 400 g ,céleri,oeufs,lait,,,,,,,,,,,
"Ravioli Pur Boeuf sauce tomate cuisinée - Format familial - 1,2 kg ",oeuf,lait,Céleri,,,,,,,,,,,
Chili con carne,oeuf,lait,céleri,moutarde,gluten,poisson,crustacés,mollusques,,,,,,
"Paella Valenciana Poulet, Fruits de mer, Chorizo - 700 g - Zapetti",moutarde,céleri,gluten,oeuf,,,,,,,,,,
Saucisses de Toulouse aux lentilles cuisinées - 300 g - Raynal et Roquelaure,céleri,lait,moutarde,poisson,crustacés,mollusques,,,,,,,,
Bœuf aux Carottes Cuisiné au Vin de Cahors - 400 g - Raynal et Roquelaure,céleri,oeuf,moutarde,poisson,crustacés,mollusques,,,,,,,,
Zapetti couscous à la Marocaine,crustacés,mollusques,poisson,oeuf,moutarde,,,,,,,,,
Quenelles de veau sauce lyonnaise aux champignons,Céleri,Moutarde,Poisson,Crustacés,Mollusques,,,,,,,,,
6 Quenelles de Saumon Sauce Corail à la crevette - 400 g - Raynal et Roquelaure,Céleri,Moutarde,Mollusques,,,,,,,,,,,
Petites Quenelles de Volaille au Naturel - 255 g - Raynal et Roquelaure,moutarde,poisson,céleri,crustacés,mollusques,,,,,,,,,
Porc Mijoté aubergines et 4 céréales Bio Raynal et Roquelaure,oeufs,soja,céleri,moutarde,poisson,crustacés,mollusques,,,,,,,
Fricassée de poulet champignons et riz complet bio,Soja,oeuf,céleri,moutarde,poisson,crustacés,mollusques,,,,,,,
Sauce Tomate cuisinée,céleri,,,,,,,,,,,,,
Lentilles cuisinées à l'Auvergnate,céleri,œuf,lait,moutarde,poisson,crustacés,mollusques,,,,,,,
"Légumes à l'Orientale, pois chiches et boulgour - 320 g - Zapetti",Oeufs,Lait,Céleri,Moutarde,Poisson,Crustacés,Mollusques,,,,,,,
Ravioli Pur Boeuf sauce tomate- cuisinée - 400 g ,céleri,oeufs,lait,,,,,,,,,,,
Lentilles cuisinées à l'auvergnate,oeuf,moutarde,poisson,crustacés,mollusques,,,,,,,,,
Lentilles cuisinées à l'Auvergnate - 410 g - Raynal et Roquelaure,céleri,oeuf,lait,moutarde,poisson,crustacés,mollusques,,,,,,,
Garniture pour Bouchées à la Reine - 385 g - Raynal et Roquelaure,céleri,moutarde,poisson,crustacé,mollusques,,,,,,,,,
Confipote Abricot,lait,,,,,,,,,,,,,
Confipote Fraise,lait,,,,,,,,,,,,,
Confipote Myrtille,Lait,,,,,,,,,,,,,
